Titel,Auteur,Tags,Locatie,Goodreads Link,Graad,ISBN,Link coverafbeelding
The Curious Incident of the Dog in the Night-Time,Mark Haddon,"mysterie, mental health, familie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Curious+Incident+of+the+Dog+in+the+Night-Time+Mark+Haddon,Tweede graad,,
Slam,Nick Hornby,"coming of age, familie, young adult",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Slam+Nick+Hornby,Tweede graad,,
The Invention of Wings,Sue Monk Kidd,"historisch, drama, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Invention+of+Wings+Sue+Monk+Kidd,Derde graad,,
The Secret Life of Bees,Sue Monk Kidd,"familie, verlies, coming of age",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Secret+Life+of+Bees+Sue+Monk+Kidd,Tweede graad,,
Girl in Translation,Jean Kwok,"migratie, coming of age, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Girl+in+Translation+Jean+Kwok,Tweede graad,,
Gifted,Nikita Lalwani,"familie, drama, educatief",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Gifted+Nikita+Lalwani,Tweede graad,,
"Picnic at Hanging Rock (Hanging Rock, #1)",Joan Lindsay,"mysterie, klassieker, spanning",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Picnic+at+Hanging+Rock+(Hanging+Rock,+#1)+Joan+Lindsay",Derde graad,,
Angela's Ashes,Frank McCourt,"autobiografie, familie, humor",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Angela's+Ashes+Frank+McCourt,Derde graad,,
Stories from Shakespeare: The Complete Plays,Marchette Gaylord Chute,"klassieker, toneelstuk, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Stories+from+Shakespeare:+The+Complete+Plays+Marchette+Gaylord+Chute,Derde graad,,
How I Live Now,Meg Rosoff,"oorlog, dystopisch, coming of age, young adult",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+How+I+Live+Now+Meg+Rosoff,Tweede graad,,
Dear Fahrenheit 451: Love and Heartbreak in the Stacks,Annie Spence,"non-fictie, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Dear+Fahrenheit+451:+Love+and+Heartbreak+in+the+Stacks+Annie+Spence,Derde graad,,
Oxford Bookworms 5: Ghost Stories,Various,"horror, mysterie, spanning",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Oxford+Bookworms+5:+Ghost+Stories+Various,Tweede graad,,
Seven One-Act Plays,Donn Byrne,"toneelstuk, kortverhalen, educatief",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Seven+One-Act+Plays+Donn+Byrne,Tweede graad,,
A Man for All Seasons: A Play in Two Acts,Robert Bolt,"toneelstuk, historisch, klassieker",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+A+Man+for+All+Seasons:+A+Play+in+Two+Acts+Robert+Bolt,Derde graad,,
A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,James Bowen,"autobiografie, dieren, vriendschap, inspirerend",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+A+Street+Cat+Named+Bob:+How+One+Man+and+His+Cat+Found+Hope+on+the+Streets+James+Bowen,Tweede graad,,
Hold Tight,Harlan Coben,"spanning, mysterie, thriller, familie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Hold+Tight+Harlan+Coben,Derde graad,,
Girl with a Pearl Earring,Tracy Chevalier,"historisch, kunst, drama, romance",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Girl+with+a+Pearl+Earring+Tracy+Chevalier,Derde graad,,
The Lady and the Unicorn,Tracy Chevalier,"historisch, kunst, klassieker, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Lady+and+the+Unicorn+Tracy+Chevalier,Derde graad,,
Burning Bright,Tracy Chevalier,"historisch, drama, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Burning+Bright+Tracy+Chevalier,Derde graad,,
Silas Marner,Margaret Tarner,"klassieker, verlies, familie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Silas+Marner+Margaret+Tarner,Tweede graad,,
The History of Love,Nicole Krauss,"verlies, vriendschap, familie, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+History+of+Love+Nicole+Krauss,Derde graad,,
You Don't Know Me,David Klass,"young adult, drama, spanning",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+You+Don't+Know+Me+David+Klass,Tweede graad,,
Dead Famous,Ben Elton,"humor, mysterie, satire, spanning",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Dead+Famous+Ben+Elton,Derde graad,,
Beneath the Skin,Nicci French,"spanning, psychologisch, thriller, mysterie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Beneath+the+Skin+Nicci+French,Derde graad,,
Slaughterhouse-Five,Kurt Vonnegut Jr.,"oorlog, sciencefiction, klassieker, satire",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Slaughterhouse-Five+Kurt+Vonnegut+Jr.,Derde graad,,
The Accidental Tourist,Various Authors,"familie, verlies",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Accidental+Tourist+Various+Authors,Derde graad,,
Noah's Ark and Other Stories (Easy Reader),Alan Sillitoe,"kortverhalen, klassieker,",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Noah's+Ark+and+Other+Stories+(Easy+Reader)+Alan+Sillitoe,Eerste graad,,
"The Growing Pains of Adrian Mole (Adrian Mole, #2)",Sue Townsend,"humor, coming of age, young adult",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+The+Growing+Pains+of+Adrian+Mole+(Adrian+Mole,+#2)+Sue+Townsend",Tweede graad,,
Wilhelm Tell,Friedrich Schiller,"klassieker, historisch, toneelstuk, drama",Duitstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Wilhelm+Tell+Friedrich+Schiller,Derde graad,,
Dreizehnlinden,Friedrich Wilhelm Weber,"klassieker, poëzie, historisch",Duitstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Dreizehnlinden+Friedrich+Wilhelm+Weber,Derde graad,,
Iphigenie auf Tauris,Johann Wolfgang von Goethe,"klassieker, toneelstuk, mythologie",Duitstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Iphigenie+auf+Tauris+Johann+Wolfgang+von+Goethe,Derde graad,,
Under Milk Wood,Dylan Thomas,"poëzie, klassieker, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Under+Milk+Wood+Dylan+Thomas,Derde graad,,
Remarkable Creatures,Tracy Chevalier,"historisch, wetenschap, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Remarkable+Creatures+Tracy+Chevalier,Derde graad,,
A Taste of Honey,Shelagh Delaney,"toneelstuk, coming of age, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+A+Taste+of+Honey+Shelagh+Delaney,Tweede graad,,
Am kürzeren Ende der Sonnenallee,Thomas Brussig,"historisch, humor, satire",Duitstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Am+kürzeren+Ende+der+Sonnenallee+Thomas+Brussig,Derde graad,,
Faust. Der Tragödien Erster Teil,Johann Wolfgang von Goethe,"klassieker, toneelstuk, filosofie",Duitstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Faust.+Der+Tragödien+Erster+Teil+Johann+Wolfgang+von+Goethe,Derde graad,,
"Trainspotting (Mark Renton, #2)",Irvine Welsh,"drama, misdaad",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Trainspotting+(Mark+Renton,+#2)+Irvine+Welsh",Derde graad,,
"Girls Under Pressure (Girts, #2)",Jacqueline Wilson,"young adult, mental health, coming of age",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Girls+Under+Pressure+(Girts,+#2)+Jacqueline+Wilson",Tweede graad,,
The Immortal Life of Henrietta Lacks,Rebecca Skloot,"wetenschap, non-fictie, biografie, ethiek",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Immortal+Life+of+Henrietta+Lacks+Rebecca+Skloot,Derde graad,,
Spiked!,Sandra Glover,"spanning, mysterie, young adult",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Spiked!+Sandra+Glover,Tweede graad,,
The Toll Bridge,Aidan Chambers,"coming of age, romance, young adult",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Toll+Bridge+Aidan+Chambers,Tweede graad,,
The Canterbury Tales,Michael West,"klassieker, middeleeuwen",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Canterbury+Tales+Michael+West,Derde graad,,
Twentieth Century English Short Stories,Tina Pierce,"kortverhalen, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Twentieth+Century+English+Short+Stories+Tina+Pierce,Tweede graad,,
King Arthur and the Knights of the Round Table,D.K. Swan,"avontuur, klassieker, mythologie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+King+Arthur+and+the+Knights+of+the+Round+Table+D.K.+Swan,Eerste graad,,
The Wind in the Willows (Longman ELT Classics Readers: Level 3),Kenneth Grahame,"klassieker, avontuur, dieren",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Wind+in+the+Willows+(Longman+ELT+Classics+Readers:+Level+3)+Kenneth+Grahame,Eerste graad,,
"""The Man with the Scar"" and Other Stories (Longman Adv. Reader)",Saki,"kortverhalen, mysterie, klassieker",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+""The+Man+with+the+Scar""+and+Other+Stories+(Longman+Adv.+Reader)+Saki",Tweede graad,,
The Canterville Ghost,Oscar Wilde,"humor, klassieker, mysterie, fantasy",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Canterville+Ghost+Oscar+Wilde,Tweede graad,,
Dr. Jekyll and Mr. Hyde,Rosemary Border,"klassieker, spanning, horror",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Dr.+Jekyll+and+Mr.+Hyde+Rosemary+Border,Tweede graad,,
Short Stories for Today (Longman Study Texts),Michael Marland,"kortverhalen, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Short+Stories+for+Today+(Longman+Study+Texts)+Michael+Marland,Tweede graad,,
Tortilla Flat,John Steinbeck,"klassieker, humor",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Tortilla+Flat+John+Steinbeck,Derde graad,,
"Kidnapped (Longman Classics, Stage 2)",Robert Louis Stevenson,"avontuur, klassieker, historisch",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Kidnapped+(Longman+Classics,+Stage+2)+Robert+Louis+Stevenson",Eerste graad,,
De Zondvloed,Jeroen Brouwers,"familie, drama, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+Zondvloed+Jeroen+Brouwers,Derde graad,,
Het jaar van de Kaaiman,Koen Meulenaere,"humor, autobiografie, politiek",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+jaar+van+de+Kaaiman+Koen+Meulenaere,Derde graad,,
De dag dat Lester Saigon kwam: Een doorkijkroman,Walter van den Broeck,"historisch, drama, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+dag+dat+Lester+Saigon+kwam:+Een+doorkijkroman+Walter+van+den+Broeck,Derde graad,,
De Koning,Kader Abdolah,"historisch, migratie, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+Koning+Kader+Abdolah,Derde graad,,
Dansboek 22: Groteske verhalen,Bart De Becker,"kortverhalen, humor, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Dansboek+22:+Groteske+verhalen+Bart+De+Becker,Derde graad,,
Mijn andere ik,Paul Theroux,"reizen, psychologisch, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Mijn+andere+ik+Paul+Theroux,Derde graad,,
De Hobbit,J.R.R. Tolkien,"avontuur, fantasy, vriendschap, young adult",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+Hobbit+J.R.R.+Tolkien,Eerste graad,,
Vliegen tot de hemel: het verhaal van de Minotaurus,Michael De Cock,"mythologie, avontuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Vliegen+tot+de+hemel:+het+verhaal+van+de+Minotaurus+Michael+De+Cock,Eerste graad,,
Cubaanse dromen,Cristina García,"historisch, magisch realisme, familie, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Cubaanse+dromen+Cristina+García,Derde graad,,
Sioux blues,Bavo Dhooge,"spanning, misdaad, avontuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Sioux+blues+Bavo+Dhooge,Derde graad,,
Godenslaap,Erwin Mortier,"historisch, familie, verlies",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Godenslaap+Erwin+Mortier,Derde graad,,
Sluitertijd,Erwin Mortier,"familie, verlies, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Sluitertijd+Erwin+Mortier,Derde graad,,
Vita Nuova,Bohumil Hrabal,"literatuur, cultuur, humor",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Vita+Nuova+Bohumil+Hrabal,Derde graad,,
Vesalius: Een beroemd anatoom gevangen in de intriges van Joris Tulkens,Joris Tulkens,"historisch, biografie, wetenschap",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Vesalius:+Een+beroemd+anatoom+gevangen+in+de+intriges+van+Joris+Tulkens+Joris+Tulkens,Derde graad,,
Een borrel met Barry,Christophe Vekeman,"humor, literatuur, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Een+borrel+met+Barry+Christophe+Vekeman,Derde graad,,
De hemel van Hollywood,Leon de Winter,"film, drama, familie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+hemel+van+Hollywood+Leon+de+Winter,Derde graad,,
Hendana (Dutch Edition),Marcus Leroy,"literatuur, cultuur, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Hendana+(Dutch+Edition)+Marcus+Leroy,Derde graad,,
Orgelman: Felix Nussbaum. Een schildersleven,Mark Schaevers,"historisch, biografie, kunst",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Orgelman:+Felix+Nussbaum.+Een+schildersleven+Mark+Schaevers,Derde graad,,
De stad der blinden,José Saramago,"dystopisch, sciencefiction, filosofie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+stad+der+blinden+José+Saramago,Derde graad,,
Wolken en een beetje regen,Marc Hendrickx,"literatuur, drama, verlies",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Wolken+en+een+beetje+regen+Marc+Hendrickx,Derde graad,,
Vissen redden,Annelies Verbeke,"literatuur, humor, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Vissen+redden+Annelies+Verbeke,Derde graad,,
Memoires van een luipaard,Peter Verhelst,"literatuur, fantasie, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Memoires+van+een+luipaard+Peter+Verhelst,Derde graad,,
Liefdesdood (Dutch Edition),Oscar van den Boogaard,"romance, verlies, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Liefdesdood+(Dutch+Edition)+Oscar+van+den+Boogaard,Derde graad,,
De poes voldeed: Essays en kritieken,Paul van Ostaijen,"poëzie, literatuur, essay",Poëzie,https://www.google.com/search?q=site%3Agoodreads.com+De+poes+voldeed:+Essays+en+kritieken+Paul+van+Ostaijen,Derde graad,,
Terug op de plaats die ik nooit heb verlaten,Tobias Schiff,"literatuur, reizen, verlies",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Terug+op+de+plaats+die+ik+nooit+heb+verlaten+Tobias+Schiff,Derde graad,,
Zuiderkruis,Pauline Slot,"avontuur, mysterie, verlies, vriendschap",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Zuiderkruis+Pauline+Slot,Derde graad,,
Het smelt,Lize Spit,"literatuur, cultuur, humor",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+smelt+Lize+Spit,Derde graad,,
Molva,Hagar Peeters,"poëzie, literatuur, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Molva+Hagar+Peeters,Derde graad,,
Zij kwamen uit het oosten,Chris De Stoop,"misdaad, non-fictie, actueel",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Zij+kwamen+uit+het+oosten+Chris+De+Stoop,Derde graad,,
De geschiedenis van de monsterhonden,Kirsten Bakis,"sciencefiction, fantasy, horror",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+geschiedenis+van+de+monsterhonden+Kirsten+Bakis,Derde graad,,
Wie scheep gaat,Rascha Peper,"vertrek, vriendschap, verlies",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Wie+scheep+gaat+Rascha+Peper,Derde graad,,
Over het kanaal,Annelies Beck,"historisch, migratie, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Over+het+kanaal+Annelies+Beck,Derde graad,,
Achterhoedegevecht: voorheen stukjes en beetjes,J. Bimlep,"vriendschap, coming of age, oorlog",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Achterhoedegevecht:+voorheen+stukjes+en+beetjes+J.+Bimlep,Derde graad,,
De eenzaamheid van de priemgetallen,Paolo Giordano,"romance, young adult, familie, school, coming of age, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+eenzaamheid+van+de+priemgetallen+Paolo+Giordano,Derde graad,,
De blinde muur (Wallander #8),Henning Mankell,"mysterie, spanning, misdaad",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+blinde+muur+(Wallander+#8)+Henning+Mankell,Derde graad,,
Bezeten van mij,Nicci French,"misdaad, mysterie, romance, spanning",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Bezeten+van+mij+Nicci+French,Derde graad,,
"Het Bernini Mysterie (Robert Langdon, #1)",Dan Brown,"mysterie, spanning, avontuur",Nederlandstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Het+Bernini+Mysterie+(Robert+Langdon,+#1)+Dan+Brown",Derde graad,,
"Helena, Helena, mijn liefste",Luciano De Crescenzo,"filosofie, humor, romance",Nederlandstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Helena,+Helena,+mijn+liefste+Luciano+De+Crescenzo",Derde graad,,
Stiletto Libretto,Bavo Dhooge,"spanning, misdaad, actie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Stiletto+Libretto+Bavo+Dhooge,Derde graad,,
Het uur van ongehoorzaamheid: Verhalen (Dutch Edition),Joris Note,"kortverhalen, literatuur, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+uur+van+ongehoorzaamheid:+Verhalen+(Dutch+Edition)+Joris+Note,Derde graad,,
Ongebundelde verhalen (Dutch Edition),Felix Timmermans,"kortverhalen, klassieker, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Ongebundelde+verhalen+(Dutch+Edition)+Felix+Timmermans,Derde graad,,
Boerenpsalm,Felix Timmermans,"klassieker, literatuur, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Boerenpsalm+Felix+Timmermans,Derde graad,,
De onderwaterzwemmer,P.F. Thomése,"verlies, identiteit, familie, mysterie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+onderwaterzwemmer+P.F.+Thomése,Derde graad,,
Het Hof van Barmhartigheid,A. F. Th. van der Heijden,"literatuur, familie, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+Hof+van+Barmhartigheid+A.+F.+Th.+van+der+Heijden,Derde graad,,
Voorstelling van de twintigste eeuw,Peter Høeg,"literatuur, filosofie, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Voorstelling+van+de+twintigste+eeuw+Peter+Høeg,Derde graad,,
Onder het plaveisel het moeras (De tandeloze tijd #3.2),A. F. Th. van der Heijden,"literatuur, cultuur, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Onder+het+plaveisel+het+moeras+(De+tandeloze+tijd+#3.2)+A.+F.+Th.+van+der+Heijden,Derde graad,,
De wraak van Safiyya,Bahaa Tahir,"historisch, cultuur, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+wraak+van+Safiyya+Bahaa+Tahir,Derde graad,,
Het soepblik van Napoleon,Roland De Beule,"non-fictie, geschiedenis, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+soepblik+van+Napoleon+Roland+De+Beule,Derde graad,,
Jazz,Toni Morrison,"historisch, muziek, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Jazz+Toni+Morrison,Derde graad,,
Geboeid door liefde: Geen vader voor Elizabeth,Geertrui Daem,"familie, drama, verlies",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Geboeid+door+liefde:+Geen+vader+voor+Elizabeth+Geertrui+Daem,Derde graad,,
Het paradigma: Misdaadroman (Manteau Misdaad),Axel Bouts,"misdaad, spanning, mysterie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+paradigma:+Misdaadroman+(Manteau+Misdaad)+Axel+Bouts,Derde graad,,
De echtbreker,René Appel,"mysterie, spanning, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+echtbreker+René+Appel,Derde graad,,
Moordzomer,Oliver Bottini,"misdaad, spanning, mysterie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Moordzomer+Oliver+Bottini,Derde graad,,
Kindergeschiedenis,Peter Handke,"literatuur, cultuur, jeugd",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Kindergeschiedenis+Peter+Handke,Derde graad,,
Alleen de heldere uren,Hermine de Graaf,"mental health, verlies, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Alleen+de+heldere+uren+Hermine+de+Graaf,Derde graad,,
Mevrouw Verona daalt de heuvel af,Dimitri Verhulst,"humor, literatuur, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Mevrouw+Verona+daalt+de+heuvel+af+Dimitri+Verhulst,Derde graad,,
De bot,Günter Grass,"magisch realisme, satire, cultuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+bot+Günter+Grass,Derde graad,,
De blikken trommel,Günter Grass,"magisch realisme, mental health, historisch",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+blikken+trommel+Günter+Grass,Derde graad,,
Figuranten,Arnon Grunberg,"humor, satire, literatuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Figuranten+Arnon+Grunberg,Derde graad,,
De Zahir,Paulo Coelho,"filosofie, mysterie, romance",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+Zahir+Paulo+Coelho,Derde graad,,
De passievrucht,Karel Glastra van Loon,"familie, identiteit, mysterie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+passievrucht+Karel+Glastra+van+Loon,Derde graad,,
Zout op mijn huid,Benoîte Groult,"romance, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Zout+op+mijn+huid+Benoîte+Groult,Derde graad,,
Alles wat licht is,Marleen Nelen,"drama, familie, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Alles+wat+licht+is+Marleen+Nelen,Derde graad,,
Houtekiet,Gerard Walschap,"klassieker, identiteit, familie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Houtekiet+Gerard+Walschap,Derde graad,,
De Frankensturm: kloonprins der mensheid,Wieland Werner,"sciencefiction, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+Frankensturm:+kloonprins+der+mensheid+Wieland+Werner,Derde graad,,
"De Tora boeken (Tora, #1-3)",Herbjergt Wassmo,"familie, coming of age, verlies, psychologisch",Nederlandstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+De+Tora+boeken+(Tora,+#1-3)+Herbjergt+Wassmo",Derde graad,,
Het kralenspel,Hermann Hesse,"filosofie, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+kralenspel+Hermann+Hesse,Derde graad,,
Vallende ouders (De tandeloze tijd #1),A. F. Th. van der Heijden,"familie, identiteit, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Vallende+ouders+(De+tandeloze+tijd+#1)+A.+F.+Th.+van+der+Heijden,Derde graad,,
Aprilrots,Majgull Axelsson,"fantasy, dystopisch, coming of age",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Aprilrots+Majgull+Axelsson,Derde graad,,
De aansprekers,Maarten 't Hart,"humor, identiteit, familie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+aansprekers+Maarten+'t+Hart,Derde graad,,
De vliegeraar,Khaled Hosseini,"historisch, verlies, vriendschap, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+vliegeraar+Khaled+Hosseini,Derde graad,,
Asbestemming,A. F. Th. van der Heijden,"familie, verlies, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Asbestemming+A.+F.+Th.+van+der+Heijden,Derde graad,,
Suez / druk 1,Bas Heijne,"non-fictie, politiek, geschiedenis",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Suez+/+druk+1+Bas+Heijne,Derde graad,,
"De slag om de Blauwbrug (De tandeloze tijd, #0)",A. F. Th. van der Heijden,"historisch, psychologisch",Nederlandstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+De+slag+om+de+Blauwbrug+(De+tandeloze+tijd,+#0)+A.+F.+Th.+van+der+Heijden",Derde graad,,
De sandwich,A. F. Th. van der Heijden,"romance, verlies, psychologisch",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+sandwich+A.+F.+Th.+van+der+Heijden,Derde graad,,
Latino king,Bibi Dumon Tak,"identiteit, actueel",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Latino+king+Bibi+Dumon+Tak,Derde graad,,
De zwarte met het witte hart,Arthur Japin,"historisch, biografisch, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+zwarte+met+het+witte+hart+Arthur+Japin,Derde graad,,
Een vlucht regenwulpen,Maarten 't Hart,"klassieker, identiteit, familie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Een+vlucht+regenwulpen+Maarten+'t+Hart,Derde graad,,
